time,settlement_1,settlement_2,settlement_3,settlement_4
2025/5/10 11:30,35.59,30.37,34.81,26.8
2025/5/10 11:40,35.61,30.43,34.81,26.8
2025/5/10 11:50,35.61,30.77,34.87,26.84
2025/5/10 12:00,35.62,30.43,34.94,26.78
2025/5/10 12:10,35.64,30.81,34.96,26.86
2025/5/10 12:20,35.64,30.85,34.96,26.92
2025/5/10 12:30,35.74,30.87,34.96,26.9
2025/5/10 12:40,35.57,30.73,34.98,26.94
2025/5/10 12:50,35.49,30.79,34.98,26.96
2025/5/11 14:00,35.92,30.85,35.37,28.4
2025/5/11 14:10,35.92,31.23,35.39,28.32
2025/5/11 14:20,35.92,30.79,35.51,28.5
2025/5/11 14:30,35.9,31.27,35.54,28.53
2025/5/11 14:40,35.82,31.25,35.58,28.61
2025/5/11 14:50,35.82,31.31,35.56,28.77
2025/5/11 15:00,35.82,31.39,35.66,28.83
2025/5/11 15:10,35.82,31.23,35.6,28.79
2025/5/11 15:20,35.8,31.25,35.58,28.73
2025/5/11 15:30,35.82,31.15,35.58,28.67
2025/5/11 15:40,35.82,31.17,35.58,28.71
2025/5/11 15:50,35.82,31.27,35.66,28.75
2025/5/11 16:00,35.82,31.31,35.69,28.79
2025/5/11 16:10,35.82,31.31,35.66,28.73
2025/5/11 16:20,35.82,31.35,35.66,28.91
2025/5/11 16:30,35.82,31.31,35.68,28.89
2025/5/11 16:40,35.82,31.33,35.69,28.91
2025/5/11 16:50,35.8,31.23,35.69,28.83
2025/5/11 17:00,35.8,31.17,35.68,28.87
2025/5/11 17:10,35.8,31.27,35.62,28.79
2025/5/11 17:20,35.8,31.23,35.62,28.71
2025/5/11 17:30,35.78,31.05,35.47,28.5
2025/5/11 17:40,35.68,30.87,35.36,28.42
2025/5/11 17:50,35.66,31.19,35.39,28.44
2025/5/11 18:00,35.61,31.01,35.39,28.34
2025/5/11 18:10,35.59,30.89,35.24,28.4
2025/5/12 10:50,35.37,30.77,35,27.73
2025/5/12 11:00,35.39,30.63,34.96,27.73
2025/5/12 11:10,35.43,30.83,35.05,27.73
2025/5/12 11:20,35.35,30.81,34.98,27.73
2025/5/12 11:30,35.43,30.85,35.04,27.82
2025/5/12 11:40,35.49,30.63,35.09,27.76
2025/5/12 11:50,35.64,30.95,35.15,27.96
2025/5/12 12:00,35.64,30.93,35.05,27.86
2025/5/12 12:10,35.72,30.89,35.11,27.9
2025/5/12 12:20,35.66,30.55,35.11,27.92
2025/5/12 12:30,35.64,30.95,35.13,28.1
2025/5/12 12:40,35.59,30.81,35.13,28.06
2025/5/12 12:50,35.57,30.89,35.15,28.1
2025/5/12 13:00,35.55,30.81,35.13,28.22
2025/5/12 13:10,35.53,30.97,35.3,28.38
2025/5/12 13:20,35.49,30.91,35.15,28.36
2025/5/12 13:30,35.53,30.93,35.24,28.38
2025/5/12 13:40,35.57,30.91,35.36,28.34
2025/5/12 13:50,35.51,31.07,35.37,28.42
2025/5/12 14:00,35.51,31.11,35.39,28.51
2025/5/12 14:10,35.47,30.81,35.36,28.53
2025/5/12 14:20,35.47,31.05,35.52,28.61
2025/5/12 14:30,35.49,31.03,35.54,28.65
2025/5/12 14:40,35.49,31.13,35.62,28.65
2025/5/12 14:50,35.53,31.03,35.69,28.67
2025/5/12 15:00,35.51,31.13,35.71,28.67
2025/5/12 15:10,35.51,30.89,35.64,28.73
2025/5/12 15:20,35.53,31.17,35.73,28.71
2025/5/12 15:30,35.55,31.15,35.73,28.75
2025/5/12 15:40,35.55,31.07,35.77,28.67
2025/5/12 15:50,35.55,30.97,35.77,28.81
2025/5/12 16:00,35.55,30.69,35.66,28.63
2025/5/12 16:10,35.55,31.09,35.81,28.71
2025/5/12 16:20,35.53,31.15,35.71,28.61
2025/5/12 16:30,35.53,31.13,35.77,28.67
2025/5/12 16:40,35.55,31.19,35.75,28.69
2025/5/12 16:50,35.53,30.83,35.68,28.63
2025/5/12 17:00,35.51,30.99,35.66,28.61
2025/5/12 17:10,35.51,30.85,35.68,28.55
2025/5/12 17:20,35.49,30.93,35.68,28.46
2025/5/12 17:30,35.45,30.75,35.52,28.3
2025/5/14 8:50,34.22,30.05,34.38,27.09
2025/5/14 9:00,34.28,30.23,34.38,27.15
2025/5/14 9:10,34.34,30.21,34.43,27.21
2025/5/14 9:20,34.4,30.01,34.36,27.11
2025/5/14 9:30,34.44,29.94,34.34,27.11
2025/5/14 9:40,34.44,30.23,34.47,27.25
2025/5/14 9:50,34.48,30.25,34.45,27.25
2025/5/14 10:00,34.53,30.35,34.49,27.25
2025/5/14 10:10,34.73,30.39,34.57,27.29
2025/5/14 10:20,34.73,30.13,34.66,27.31
2025/5/14 10:30,34.77,30.21,34.66,27.27
2025/5/14 10:40,34.77,30.43,34.81,27.43
2025/5/14 10:50,34.79,30.35,34.79,27.39
2025/5/14 11:00,34.87,30.45,34.7,27.37
2025/5/14 11:10,34.87,30.55,34.81,27.51
2025/5/14 11:20,34.88,30.47,34.73,27.49
2025/5/14 11:30,35,30.53,34.92,27.59
2025/5/14 11:40,34.94,30.27,34.77,27.53
2025/5/14 11:50,34.96,30.21,34.83,27.61
2025/5/14 12:00,34.96,30.53,34.9,27.59
2025/5/14 12:10,35.02,30.49,34.98,27.69
2025/5/14 12:20,35,30.57,34.96,27.71
2025/5/14 12:30,35,30.37,34.9,27.69
2025/5/14 12:40,35.02,30.33,35,27.73
2025/5/14 12:50,35,30.59,34.98,27.75
2025/5/14 13:00,34.98,30.45,35,27.71
2025/5/14 13:10,35.04,30.55,35.02,27.82
2025/5/14 13:20,35,30.39,34.98,27.92
2025/5/14 13:30,34.98,30.55,35,27.92
2025/5/14 13:40,34.98,30.59,35.07,28.08
2025/5/14 13:50,35.04,30.77,35.02,28.06
2025/5/14 14:00,35.06,30.53,35.05,28.02
2025/5/14 14:10,35.08,30.83,35.04,28.04
2025/5/14 14:20,35.04,30.69,35.13,28.06
2025/5/14 14:30,35.02,30.53,34.92,27.88
2025/5/14 14:40,35.02,30.65,34.98,27.86
2025/5/14 14:50,35.02,30.73,34.94,27.88
2025/5/14 15:00,35.04,30.51,34.92,27.9
2025/5/14 15:10,35.02,30.51,34.9,27.75
2025/5/14 15:20,35.02,30.61,34.98,27.84
2025/5/14 15:30,34.96,30.27,34.89,27.75
2025/5/14 15:40,34.98,30.57,34.75,27.76
2025/5/14 15:50,34.94,30.31,34.81,27.67
2025/5/14 16:00,34.94,30.43,34.77,27.71
2025/5/14 16:20,34.9,30.43,34.85,27.71
2025/5/14 16:40,34.88,30.41,34.77,27.61
2025/5/14 16:50,34.87,30.31,34.77,27.65
2025/5/14 17:00,34.83,30.23,34.73,27.57
2025/5/14 17:10,34.85,30.17,34.64,27.57
2025/5/14 17:20,34.81,30.31,34.72,27.49
2025/5/14 17:30,34.81,30.27,34.68,27.55
2025/5/14 17:40,34.79,30.27,34.68,27.49
2025/5/14 17:50,34.73,30.25,34.66,27.49
2025/5/14 18:00,34.71,30.11,34.6,27.49
2025/5/14 18:10,34.57,29.96,34.57,27.47
2025/5/14 18:20,34.57,30.23,34.53,27.45
2025/5/15 7:30,33.52,29.42,33.87,26.5
2025/5/15 7:40,33.68,29.61,33.91,26.52
2025/5/15 7:50,33.79,29.75,33.98,26.62
2025/5/15 8:00,33.85,29.79,33.98,26.66
2025/5/15 8:10,33.81,29.65,34.04,26.72
2025/5/15 8:20,33.75,29.69,34.04,26.7
2025/5/15 8:30,33.79,29.67,34.04,26.66
2025/5/15 8:40,33.79,29.67,34.06,26.68
2025/5/15 8:50,33.79,29.56,34.11,26.78
2025/5/15 9:00,33.81,29.56,34.1,26.8
2025/5/15 9:10,33.89,29.77,34,26.8
2025/5/15 9:20,33.91,29.6,33.98,26.78
2025/5/15 9:30,33.97,29.9,34.02,26.78
2025/5/15 9:40,34.05,29.92,34.08,26.86
2025/5/15 9:50,34.07,29.92,34.1,26.88
2025/5/15 10:00,34.16,30,34.08,26.84
2025/5/15 10:10,34.16,29.92,34.06,26.78
2025/5/15 10:20,34.28,30.07,34.25,27
2025/5/15 10:30,34.34,30.01,34.28,26.96
2025/5/15 10:40,34.42,30.05,34.3,27
2025/5/15 10:50,34.48,29.94,34.25,26.94
2025/5/15 11:00,34.5,29.79,34.23,27.01
2025/5/15 11:10,34.55,29.84,34.32,26.92
2025/5/15 11:20,34.67,30.09,34.38,27.07
2025/5/15 11:30,34.67,30.19,34.4,27.09
2025/5/15 11:40,34.69,30.13,34.55,27.15
2025/5/15 11:50,34.71,30.27,34.47,27.07
2025/5/15 12:00,34.79,30.21,34.62,27.23
2025/5/15 12:10,34.79,30.11,34.55,27.21
2025/5/15 12:20,34.87,30.07,34.51,27.19
2025/5/15 12:30,34.92,30.43,34.66,27.27
2025/5/15 12:40,34.87,30.39,34.7,27.29
2025/5/15 12:50,34.79,30.13,34.57,27.35
2025/5/15 13:00,34.75,30.21,34.72,27.51
2025/5/15 13:10,34.81,30.31,34.68,27.59
2025/5/15 13:20,34.81,30.37,34.77,27.67
2025/5/15 13:30,34.79,30.27,34.79,27.82
2025/5/15 13:40,34.79,30.47,34.81,27.84
2025/5/16 16:10,35.24,30.39,34.85,27.8
2025/5/16 16:20,35.24,30.57,34.9,27.84
2025/5/16 16:30,35.24,30.57,34.96,27.88
2025/5/16 16:40,35.24,30.35,34.87,27.82
2025/5/16 16:50,35.22,30.61,34.89,27.86
2025/5/16 17:00,35.22,30.67,34.89,27.9
2025/5/16 17:10,35.2,30.33,34.75,27.67
2025/5/16 17:20,35.18,30.45,34.7,27.73
2025/5/16 17:30,35.18,30.43,34.75,27.67
2025/5/16 17:40,35.16,30.11,34.73,27.61
2025/5/16 17:50,35.16,30.49,34.75,27.63
2025/5/16 18:00,35.14,30.39,34.73,27.51
2025/5/16 18:10,35.12,30.35,34.68,27.53
2025/5/17 7:20,34.53,29.82,34,26.98
2025/5/17 7:30,34.55,29.9,34.04,27
2025/5/17 7:40,34.57,30.05,33.98,27.03
2025/5/17 7:50,34.67,29.79,33.94,26.96
2025/5/17 8:00,34.75,29.92,34.04,26.9
2025/5/17 8:10,34.83,30.15,34.02,26.86
2025/5/17 8:20,34.85,30.09,33.96,26.82
2025/5/17 8:30,34.81,30.07,34.02,26.82
2025/5/17 8:40,34.83,30.13,34,26.84
2025/5/17 8:50,34.75,29.84,33.89,26.68
2025/5/17 9:00,34.71,29.9,33.98,26.7
2025/5/17 9:10,34.75,29.79,33.98,26.8
2025/5/17 9:20,34.79,29.94,33.98,26.72
2025/5/19 9:10,34.69,30.13,33.57,26.48
2025/5/19 9:20,34.71,30.13,33.59,26.5
2025/5/19 9:30,34.77,30.15,33.63,26.56
2025/5/19 9:40,34.92,30.27,33.64,26.56
2025/5/19 9:50,34.92,30.23,33.68,26.56
2025/5/19 10:00,35.02,30.21,33.72,26.52
2025/5/19 10:10,35.16,30.11,33.78,26.68
2025/5/19 10:20,35.25,30.19,33.83,26.66
2025/5/19 10:30,35.31,30.21,33.98,26.74
2025/5/19 10:40,35.31,30.35,34,26.76
2025/5/19 10:50,35.29,30.29,33.98,26.78
2025/5/19 11:00,35.35,30.37,34.15,26.78
2025/5/19 11:10,35.39,30.37,34.13,26.86
2025/5/19 11:20,35.41,30.51,34.19,26.9
2025/5/19 11:30,35.37,30.49,34.19,26.9
2025/5/19 11:40,35.41,30.45,34.23,26.9
2025/5/19 11:50,35.51,30.51,34.26,26.98
2025/5/19 12:00,35.61,30.59,34.3,27.01
2025/5/19 12:10,35.59,30.49,34.23,26.98
2025/5/19 12:20,35.57,30.63,34.32,27.05
2025/5/19 12:30,35.57,30.39,34.26,26.98
2025/5/19 12:40,35.49,30.51,34.3,27.05
2025/5/19 12:50,35.47,30.57,34.38,27.15
2025/5/19 13:00,35.41,30.73,34.45,27.33
2025/5/19 13:10,35.43,30.77,34.49,27.35
2025/5/19 13:20,35.41,30.55,34.73,27.53
2025/5/19 13:30,35.39,30.65,34.72,27.49
2025/5/19 13:40,35.39,30.69,34.9,27.71
2025/5/19 13:50,35.41,30.65,34.89,27.84
2025/5/19 14:00,35.41,30.67,35,27.73
2025/5/19 14:10,35.41,30.81,34.87,27.76
2025/5/19 14:20,35.41,30.85,35.05,27.88
2025/5/19 14:30,35.41,30.57,34.98,28
2025/5/19 14:40,35.41,30.97,35.09,28.02
2025/5/19 14:50,35.41,30.79,35.24,27.98
2025/5/19 15:00,35.43,30.79,35.17,27.92
2025/5/19 15:10,35.43,31.07,35.26,28.08
2025/5/19 15:20,35.43,31.07,35.34,28.06
2025/5/19 15:30,35.43,30.99,35.32,28.06
2025/5/19 15:40,35.43,31.05,35.32,28.06
2025/5/19 15:50,35.43,31.03,35.36,28.08
2025/5/19 16:00,35.43,31.03,35.3,28.1
2025/5/19 16:10,35.43,30.97,35.36,28.04
2025/5/19 16:20,35.43,30.95,35.32,28.08
2025/5/19 16:30,35.43,30.93,35.26,27.94
2025/5/19 16:40,35.43,30.97,35.32,28.04
2025/5/19 16:50,35.43,31.05,35.34,28.08
2025/5/19 17:00,35.41,30.99,35.24,28.06
2025/5/19 17:10,35.41,30.97,35.24,28
2025/5/19 17:20,35.41,30.91,35.17,27.96
2025/5/19 17:30,35.39,30.61,35.13,27.78
2025/5/19 17:40,35.37,30.77,35.13,27.71
2025/5/19 17:50,35.35,30.79,34.96,27.57
2025/5/19 18:00,35.35,30.73,34.94,27.57
2025/5/19 18:10,35.33,30.73,34.81,27.45
2025/5/19 18:20,35.31,30.69,34.81,27.55
2025/5/20 8:10,34.26,29.69,33.32,26.15
2025/5/20 8:20,34.3,29.73,33.29,26.09
2025/5/20 8:30,34.32,29.75,33.27,26.19
2025/5/20 8:40,34.36,29.56,33.38,26.19
2025/5/20 8:50,34.42,29.8,33.42,26.25
2025/5/20 9:00,34.42,29.67,33.4,26.23
2025/5/20 9:10,34.48,29.6,33.4,26.19
2025/5/20 9:20,34.5,29.52,33.32,26.11
2025/5/20 9:30,34.53,29.86,33.47,26.23
2025/5/20 9:40,34.75,29.6,33.36,26.19
2025/5/20 9:50,34.77,29.88,33.51,26.3
2025/5/20 10:00,34.73,29.82,33.55,26.36
2025/5/20 10:10,34.77,30.01,33.55,26.32
2025/5/20 10:20,34.79,30.05,33.59,26.38
2025/5/20 10:30,34.92,30.11,33.72,26.4
2025/5/20 10:40,34.88,29.88,33.76,26.32
2025/5/20 10:50,34.9,30.03,33.76,26.46
2025/5/20 11:00,34.94,30.19,33.87,26.46
2025/5/20 11:10,34.94,30.17,33.87,26.5
2025/5/20 11:20,34.94,30.01,33.81,26.4
2025/5/20 11:30,34.92,30.07,33.85,26.5
2025/5/20 11:40,35.12,29.94,33.87,26.44
2025/5/20 11:50,35.16,30.25,34.04,26.64
2025/5/20 12:00,35.16,30.21,34,26.58
2025/5/20 12:10,35.24,30.23,33.98,26.54
2025/5/20 12:20,35.22,30.33,34.06,26.7
2025/5/20 12:30,35.25,30.39,34.13,26.7
2025/5/20 12:40,35.12,30.33,34.06,26.7
2025/5/20 12:50,35.1,30.29,34.11,26.74
2025/5/20 13:00,35.08,30.07,34.17,27.01
2025/5/20 13:10,35.04,30.43,34.23,27.11
2025/5/20 13:20,35.04,30.29,34.17,27.27
2025/5/20 13:30,35,30.41,34.3,27.31
2025/5/20 13:40,35.04,30.29,34.38,27.37
2025/5/20 13:50,35.04,30.51,34.47,27.41
2025/5/20 14:00,35.04,30.49,34.49,27.41
2025/5/20 14:10,35.02,30.51,34.66,27.53
2025/5/20 14:20,35.02,30.75,34.7,27.51
2025/5/20 14:30,35.02,30.47,34.66,27.61
2025/5/20 14:40,35,30.67,34.64,27.49
2025/5/20 14:50,35,30.63,34.68,27.84
2025/5/20 15:00,35.02,30.75,34.77,27.86
2025/5/20 15:10,35.02,30.61,34.79,27.92
2025/5/20 15:20,35,30.73,34.92,27.98
2025/5/20 15:30,35.02,30.71,34.94,27.98
2025/5/20 15:40,35.02,30.73,34.92,27.96
2025/5/20 15:50,35.02,30.77,34.81,27.9
2025/5/20 16:00,35,30.77,34.92,28
2025/5/20 16:10,35,30.55,34.83,27.94
2025/5/20 16:20,35,30.65,34.87,27.96
2025/5/20 16:30,34.98,30.63,34.85,27.96
2025/5/20 16:40,34.98,30.47,34.81,27.82
2025/5/20 16:50,34.98,30.69,34.83,27.88
2025/5/20 17:00,34.96,30.63,34.77,27.86
2025/5/20 17:10,34.96,30.61,34.73,27.86
2025/5/20 17:20,34.96,30.63,34.79,27.76
2025/5/20 17:30,34.87,30.37,34.64,27.61
2025/5/20 17:40,34.87,30.53,34.55,27.55
2025/5/20 17:50,34.85,30.49,34.64,27.47
2025/5/20 18:00,34.85,30.45,34.53,27.45
2025/5/20 18:10,34.77,30.03,34.25,27.35
2025/5/21 7:20,34.05,29.33,33.17,26.09
2025/5/21 7:30,34.12,29.48,33.19,26.13
2025/5/21 7:40,34.16,29.56,33.12,26.13
2025/5/21 7:50,34.2,29.54,33.23,26.15
2025/5/21 8:00,34.3,29.6,33.29,26.19
2025/5/21 8:10,34.42,29.75,33.31,26.23
2025/5/21 8:20,34.48,29.79,33.31,26.23
2025/5/21 8:30,34.51,29.79,33.34,26.26
2025/5/21 8:40,34.57,29.84,33.36,26.28
2025/5/21 8:50,34.79,29.82,33.38,26.28
2025/5/21 9:00,34.79,29.9,33.44,26.32
2025/5/21 9:10,34.83,30.01,33.47,26.17
2025/5/21 9:20,34.92,29.71,33.4,26.03
2025/5/21 9:30,35.06,29.92,33.46,26.09
2025/5/21 9:40,35.16,29.98,33.53,26.26
2025/5/21 9:50,35.27,29.94,33.61,26.25
2025/5/21 10:00,35.31,30.07,33.61,26.32
2025/5/21 10:10,35.45,30.17,33.63,26.3
2025/5/21 10:20,35.43,30.15,33.7,26.26
2025/5/21 10:30,35.47,30.21,33.85,26.4
2025/5/21 10:40,35.45,29.96,33.89,26.34
2025/5/21 10:50,35.49,30.13,34.02,26.44
2025/5/21 11:00,35.47,30.37,34.06,26.48
2025/5/21 11:10,35.45,30.09,34.04,26.44
2025/5/21 11:20,35.45,30.01,34.08,26.4
2025/5/21 11:30,35.45,30.37,34.11,26.54
2025/5/21 11:40,35.45,30.41,34.17,26.58
2025/5/21 11:50,35.43,30.27,34.17,26.5
2025/5/21 12:00,35.45,30.17,34.11,26.54
2025/5/21 12:10,35.45,30.51,34.23,26.66
2025/5/21 12:20,35.45,30.49,34.25,26.68
2025/5/21 12:30,35.37,30.37,34.23,26.66
2025/5/21 12:40,35.27,30.21,34.21,26.62
2025/5/21 12:50,35.25,30.51,34.15,26.82
2025/5/21 13:00,35.22,30.43,34.19,27.15
2025/5/21 13:10,35.18,30.33,34.43,27.17
2025/5/21 13:20,35.18,30.41,34.47,27.27
2025/5/21 13:30,35.16,30.45,34.47,27.31
2025/5/21 13:40,35.18,30.51,34.66,27.39
2025/5/21 13:50,35.14,30.41,34.62,27.43
2025/5/21 14:00,35.12,30.29,34.62,27.39
2025/5/21 14:10,35.14,30.55,34.7,27.49
2025/5/21 14:20,35.14,30.35,34.75,27.51
2025/5/21 14:30,35.12,30.33,34.79,27.47
2025/5/21 14:40,35.1,30.13,34.64,27.23
2025/5/21 14:50,35.08,30.35,34.66,27.35
2025/5/21 15:00,35.06,30.31,34.75,27.25
2025/5/21 15:10,35.02,30.13,34.73,27.23
2025/5/21 15:20,34.94,30.05,34.58,27.23
2025/5/21 15:30,34.92,29.96,34.62,27.17
2025/5/21 15:40,34.9,30.21,34.57,26.94
2025/5/21 15:50,34.88,30.13,34.62,27.21
2025/5/21 16:00,34.71,30.21,34.66,27.19
2025/5/21 16:10,34.69,29.77,34.49,27
2025/5/21 16:20,34.67,30.11,34.58,27.13
2025/5/21 16:30,34.67,30.13,34.57,27.07
2025/5/21 16:40,34.65,30.09,34.49,27.07
2025/5/21 16:50,34.63,29.86,34.42,26.9
2025/5/21 17:20,34.42,29.63,34.3,26.8
2025/5/21 17:30,34.4,29.69,34.1,26.7
2025/5/21 17:40,34.4,29.67,34.04,26.66
2025/5/21 17:50,34.4,29.48,33.85,26.56
2025/5/21 18:00,34.28,29.67,33.93,26.52
2025/5/21 18:10,34.24,29.54,33.79,26.58
2025/5/21 18:20,34.14,29.42,33.74,26.52
2025/5/22 8:10,33.05,28.05,32.55,25.22
2025/5/22 8:20,33.09,28,32.59,25.18
2025/5/22 8:30,33.19,27.8,32.5,25.08
2025/5/22 8:40,33.27,28.32,32.63,25.3
2025/5/22 8:50,33.23,28.19,32.65,25.3
2025/5/22 9:00,33.29,28.19,32.68,25.28
2025/5/22 9:10,33.33,28.13,32.59,25.26
2025/5/22 9:20,33.38,28,32.7,25.34
2025/5/22 9:30,33.4,28.41,32.74,25.38
2025/5/22 9:40,33.5,28.41,32.76,25.42
2025/5/22 9:50,33.56,28.49,32.78,25.3
2025/5/22 10:00,33.54,28.15,32.78,25.44
2025/5/22 10:10,33.81,28.51,32.82,25.3
2025/5/22 10:20,33.83,28.59,32.74,25.46
2025/5/22 10:30,33.77,28.17,32.78,25.28
2025/5/22 10:40,33.74,28.57,32.8,25.34
2025/5/22 10:50,33.74,28.6,32.85,25.46
2025/5/22 11:00,33.93,28.43,32.89,25.46
2025/5/22 11:10,33.95,28.76,32.99,25.53
2025/5/22 11:20,33.97,28.83,33,25.57
2025/5/22 11:30,33.89,28.66,32.85,25.53
2025/5/22 11:40,33.81,28.6,32.84,25.5
2025/5/22 11:50,33.5,28.49,32.74,25.42
2025/5/22 12:00,33.4,28.32,32.68,25.3
2025/5/22 12:10,33.37,28.28,32.68,25.3
2025/5/22 12:20,33.4,28.38,32.67,25.32
2025/5/22 12:30,33.42,28.24,32.76,25.4
2025/5/22 12:40,33.44,28.3,32.7,25.3
2025/5/22 13:10,33.29,28,32.44,25.02
2025/5/22 13:20,33.25,27.79,32.35,25.02
2025/5/22 13:30,33.17,28.09,32.44,25.04
2025/5/22 13:40,33.17,27.79,32.36,24.94
2025/5/22 13:50,33.17,27.82,32.33,25.02
2025/5/22 14:00,33.15,28.07,32.27,24.78
2025/5/22 14:10,33.07,28.01,32.29,24.65
2025/5/22 14:20,33.05,27.92,32.33,24.65
2025/5/22 14:30,33.03,28,32.33,24.67
2025/5/22 14:40,33.01,27.94,32.31,24.63
2025/5/22 14:50,32.9,27.65,32.23,24.45
2025/5/22 15:00,32.9,27.6,32.12,24.53
2025/5/22 15:10,32.88,27.71,32.25,24.45
2025/5/22 15:20,32.88,27.9,32.21,24.49
2025/5/22 15:30,32.84,27.84,32.18,24.51
2025/5/22 15:40,32.84,27.88,32.16,24.43
2025/5/22 15:50,32.82,27.77,32.12,24.27
2025/5/22 16:00,32.8,27.54,32.08,24.03
2025/5/22 16:10,32.78,27.88,32.08,24.15
2025/5/22 16:20,32.7,27.27,31.91,24.11
2025/5/22 16:30,32.7,27.58,32.01,24.13
2025/5/22 16:40,32.68,27.58,32.01,24
2025/5/22 16:50,32.61,27.46,31.99,23.96
2025/5/22 17:00,32.57,27.14,31.99,23.98
2025/5/22 17:10,32.55,27.2,31.93,23.88
2025/5/22 17:20,32.53,27.33,31.88,23.9
2025/5/22 17:30,32.51,27.44,31.86,23.82
2025/5/22 17:40,32.51,27.5,31.88,23.86
2025/5/22 17:50,32.51,27.58,31.88,23.78
2025/5/22 18:00,32.47,27.46,31.84,23.84
2025/5/22 18:10,32.47,27.54,31.8,23.84
2025/5/23 7:20,31.98,27.44,33.53,23.88
2025/5/23 7:30,31.88,27.56,33.68,23.94
2025/5/23 7:40,31.87,27.12,33.72,23.82
2025/5/23 7:50,31.63,27.33,33.76,24.21
2025/5/23 8:00,31.65,27.4,33.83,24.41
2025/5/23 8:10,31.59,27.44,33.89,24.59
2025/5/23 8:20,31.57,27.82,33.93,24.73
2025/5/23 8:30,31.34,27.86,33.91,24.96
2025/5/23 8:40,31.2,27.9,33.91,25.12
2025/5/23 8:50,32.14,27.86,33.96,25.1
2025/5/23 9:00,32.25,27.69,33.87,25.06
2025/5/23 9:10,32.53,27.98,33.94,25.2
2025/5/23 9:20,32.64,28.03,33.98,25.16
2025/5/23 9:30,32.78,28.3,33.96,25.16
2025/5/23 9:40,32.94,28.55,33.98,25.14
2025/5/23 9:50,33.05,28.57,34.04,25.2
2025/5/23 10:00,33.11,28.57,33.98,25.22
2025/5/23 10:10,33.11,28.55,33.96,25.26
2025/5/23 10:20,33.19,28.72,33.94,25.2
2025/5/23 10:30,33.15,28.78,34.08,25.22
2025/5/23 10:40,33.19,28.72,34.08,25.26
2025/5/23 10:50,33.37,28.66,34.17,25.36
2025/5/23 11:00,33.4,28.47,34.28,25.32
2025/5/23 11:10,33.52,28.74,34.19,25.42
2025/5/23 11:20,33.52,28.93,34.11,25.4
2025/5/23 11:30,33.6,28.99,34.13,25.4
2025/5/23 11:40,33.66,29.02,34.13,25.46
2025/5/23 11:50,33.64,29.04,34.25,25.51
2025/5/23 12:00,33.68,29.25,34.34,25.57
2025/5/23 12:10,33.62,29.1,34.3,25.53
2025/5/23 12:20,33.64,28.89,34.17,25.4
2025/5/23 12:30,33.62,29.27,34.17,25.59
2025/5/23 12:40,33.58,28.99,34.19,25.51
2025/5/23 12:50,33.56,29.29,34.32,25.67
2025/5/23 13:00,33.54,29.35,34.28,25.77
2025/5/23 13:10,33.52,29.14,34.36,25.85
2025/5/23 13:20,33.54,28.95,34.28,25.77
2025/5/23 13:30,33.56,29.39,34.42,25.93
2025/5/23 13:40,33.58,29.12,34.38,25.89
2025/5/23 13:50,33.52,29.1,34.34,25.85
2025/5/23 14:00,33.54,29.14,34.36,25.77
2025/5/23 14:10,33.5,29.29,34.28,25.81
2025/5/23 14:20,33.5,29.23,34.28,25.87
2025/5/23 14:30,33.48,28.99,34.23,25.73
2025/5/23 14:40,33.5,29.2,34.3,25.81
2025/5/23 14:50,33.5,29.27,34.28,25.81
2025/5/23 15:00,33.5,29.31,34.23,25.77
2025/5/23 15:10,33.48,29.29,34.26,25.67
2025/5/23 15:20,33.48,28.97,34.25,25.73
2025/5/23 15:30,33.46,29.16,34.25,25.73
2025/5/23 15:40,33.44,29.08,34.15,25.67
2025/5/23 15:50,33.42,28.8,34.06,25.57
2025/5/23 16:00,33.4,29.08,34.15,25.63
2025/5/23 16:10,33.38,28.95,34.08,25.55
2025/5/23 16:20,33.37,28.95,34.11,25.59
2025/5/23 16:30,33.35,29.02,34.1,25.57
2025/5/23 16:40,33.33,29.06,34.02,25.61
2025/5/23 16:50,33.31,28.89,34.06,25.53
2025/5/23 17:00,33.29,28.89,34.04,25.53
2025/5/23 17:10,33.25,28.51,33.94,25.38
2025/5/23 17:20,33.23,28.95,34,25.3
2025/5/23 17:30,33.21,28.83,33.91,25.36
2025/5/23 17:40,33.17,28.8,33.91,25.32
2025/5/23 17:50,33.15,28.47,33.85,25.34
2025/5/23 18:00,33.15,28.47,33.83,25.26
2025/5/23 18:10,33.13,28.45,33.79,25.32
2025/5/24 8:10,33.29,29.14,33.63,25.16
2025/5/24 8:20,33.42,29,33.79,25.18
2025/5/24 8:30,33.5,29.27,33.81,25.24
2025/5/24 8:40,33.56,28.93,33.81,25.18
2025/5/24 8:50,33.6,29.02,33.76,25.22
2025/5/24 9:00,33.66,29.21,33.91,25.3
2025/5/24 9:10,33.7,29.16,33.87,25.32
2025/5/24 9:20,33.68,28.93,33.76,25.22
2025/5/24 9:30,33.72,29.21,33.83,25.3
2025/5/24 9:40,33.77,29.16,33.94,25.34
2025/5/24 9:50,33.81,29.31,33.94,25.38
2025/5/24 10:00,33.99,29.39,33.98,25.42
2025/5/24 10:10,33.95,29.31,33.93,25.44
2025/5/24 10:20,33.97,29.25,34.08,25.48
2025/5/24 10:30,33.97,29.46,34.15,25.48
2025/5/24 10:40,33.99,29.4,34.26,25.51
2025/5/24 10:50,33.95,29.42,34.36,25.57
